numero_de_cliente,predict
1039704247,0
1039713145,1
1040379261,0
1041384414,1
1041750939,0
1042924196,0
1043287733,0
1043300858,0
1043365401,1
1043453352,0
1043641798,0
1044141928,1
1044352620,0
1044355532,1
1044673936,1
1044835397,0
1045241308,1
1045271641,0
1045661147,1
1046841978,1
1047270870,0
1047593057,0
1049945395,0
1050193056,1
1050894834,0
1052148954,0
1052610074,0
1052690509,0
1054155031,1
1054164006,0
1054664648,1
1055349142,0
1055829878,0
1056382595,1
1056840718,0
1057527620,1
1058019073,1
1058594395,0
1059010229,1
1059096864,0
1059173440,1
1059419273,0
1059820521,0
1060099608,1
1060968612,0
1061665505,1
1062170374,0
1063429755,1
1063639268,1
1063640148,1
1063966784,0
1064974277,0
1065784134,0
1065914015,1
1066158464,1
1066579619,0
1067410910,0
1068539095,1
1069247218,1
1069263042,0
1069418380,1
1070308306,1
1071369982,0
1071422997,0
1071688890,1
1071976876,1
1072385997,0
1072919022,0
1074185695,0
1076403182,1
1077416797,1
1077553903,0
1078198721,0
1079294309,0
1079729895,0
1080449249,1
1080985706,0
1081445579,1
1081461847,0
1081673402,0
1082027178,0
1082127084,1
1083873614,0
1084580422,0
1085089962,1
1085912441,0
1086706397,0
1086735347,0
1086983153,1
1087108439,0
1087320003,1
1087610038,1
1087801029,1
1088060500,1
1088426667,0
1089176652,1
1089403604,1
1090231617,1
1090699295,1
1090958698,0
1091593311,1
1092519779,1
1092681675,0
1092725578,0
1092726235,0
1093621191,1
1093864693,0
1094502807,1
1094571723,1
1094756958,0
1095477481,1
1095608891,1
1096463889,1
1097175001,1
1097764328,1
1098524296,0
1098706176,1
1099607630,0
1099925521,0
1100784380,1
1101425048,0
1101893751,0
1101936697,0
1102079200,1
1102332113,0
1103468094,1
1103541390,0
1106214822,1
1106421646,1
1108682524,1
1109543209,0
1109946131,0
1110212315,1
1110479668,1
1111136228,0
1111643583,0
1114318330,0
1114524718,1
1114585683,1
965189993,0
965426646,0
965779243,0
965851660,1
966213232,0
966257938,0
966379219,1
966937325,0
967560785,1
967585798,0
967970120,1
968223614,1
968402069,0
968865742,0
969043608,1
970257258,0
970285123,0
971674230,0
971903513,0
972186033,0
972315991,0
973256165,1
973517899,1
973837251,0
973882973,0
974804555,1
975895685,0
975969708,0
976015148,0
976196515,0
976323261,1
977237841,0
979577558,0
980867203,0
980879961,0
981056887,0
981341952,1
981711262,1
982562101,0
983023289,1
983552667,1
983718210,0
984470527,1
984542508,0
984620612,0
984736787,0
984741817,0
984863679,0
985606217,0
985616576,0
985981504,1
987486863,1
987807522,0
988008513,0
988193381,1
988552981,0
989097312,0
990306735,1
990452807,0
990697837,0
991694245,1
991799113,0
991851111,0
991874228,1
991880351,1
994374244,1
994781906,1
995424102,1
996712577,1
997076549,1
998341472,1
998366929,0
998734769,0
999024582,0
999427871,1
999508819,0
999775003,1
999896130,1
999968112,1
1000358634,0
1001562446,0
1001924163,0
1002067392,0
1003491000,0
1004410610,1
1004426511,0
1005743355,0
1006024773,0
1006686082,1
1006886629,1
1007541225,1
1007655427,0
1007840952,1
1008664738,0
1008732415,1
1008738470,0
1009207242,0
1010672489,1
1010727186,0
1010839859,0
1011392133,0
1011465139,1
1011479067,1
1011564823,0
1011610622,1
1011780033,1
1011896933,0
1012608635,0
1012788909,0
1013367877,0
1013806315,0
1013875957,1
1014287999,1
1014744670,1
1014749768,0
1015233348,0
1016785675,1
1019172505,0
1020114865,0
1020449170,0
1020664516,0
1021096465,1
1021369505,0
1021995801,1
1023232355,0
1024148173,1
1024377234,0
1024390582,0
1025907324,1
1026367778,1
1026958710,0
1026961622,0
1027165893,0
1027766450,0
1028422498,0
1028679424,0
1028725949,0
1028760227,0
1029151629,1
1029448880,1
1031100746,0
774665200,0
775642129,1
776215922,0
777091552,1
777173235,0
777241271,1
777375165,1
777743962,0
777904330,0
777951657,0
777989283,0
778005406,0
778737373,0
778810883,0
778882497,1
779664352,0
780034311,0
780041604,0
780230263,1
780406165,0
780633552,0
780891350,0
781223964,0
781621787,0
781755093,0
781971250,0
782572969,0
782691475,0
782863149,0
783494842,0
783620640,0
783831401,1
783929710,1
784256347,1
784636220,1
784998014,1
785290594,0
786814339,0
787139660,0
787338610,0
787635861,0
787650515,0
787752036,0
787882933,1
787913642,0
789024174,1
789247770,1
789515995,1
789569667,0
789618676,0
790043545,0
790963377,1
792236754,1
793864197,0
794494651,1
794763098,1
794886053,1
795067642,0
795686935,1
796038592,0
796365306,0
796472283,1
796980585,0
798750385,0
798835483,0
799179413,0
799180429,1
799921951,0
669949664,1
670080279,0
670192799,1
670194849,1
670370895,0
670903988,1
671126124,0
671321274,0
672120772,0
672462874,0
672512609,1
672862516,1
672894967,0
673185216,1
673823552,0
673857319,1
673863006,0
674234271,0
674415279,0
674502649,1
674511180,1
674903086,1
675084530,1
675293540,0
675695949,1
675803959,0
675940553,1
676078017,0
676288487,0
676945124,0
676996533,1
677298891,1
677848901,1
678101601,1
678151336,1
678278151,0
678539740,0
678582627,0
678817085,0
679027991,0
679194627,0
679205566,0
680028113,1
680785605,0
680835853,1
680876980,1
680993009,0
681106409,0
681262839,0
682032363,0
682460665,1
683162076,0
683298311,0
683375535,1
684645633,1
684992910,1
685130015,1
685168957,0
685542126,1
685745081,0
685970863,0
686605767,0
687721919,0
688487941,0
689003391,1
689111470,0
689117081,0
689481206,0
689885879,1
689926067,0
691190912,0
691651665,1
693652713,1
1115121552,0
1115571578,0
1115592953,1
1117367775,0
1117415837,0
1118392910,1
1118662159,1
1120057108,0
1120745026,0
1121431202,1
1122659729,0
1123021591,0
1123194572,0
1125259360,0
1125496295,1
1127013840,1
1127401519,1
1127648155,0
1128115697,0
1128246525,0
1128720258,1
1129559287,0
1129566725,0
1130088298,0
1131621958,1
1134561138,1
1136133807,0
1136330272,1
1136847105,0
1136967071,0
1137969961,0
1138019047,0
1139263910,0
1139370597,1
1139431639,1
1139764406,1
1139766815,0
1139955620,1
1140320915,0
1141453036,0
1142784680,0
1143069830,0
1143397047,1
1143631514,1
1144109252,0
1144816718,0
1145277257,1
1145687327,1
1146146252,0
1146348994,0
1147429330,1
1149023297,0
1149303409,0
1149767595,1
1149974923,1
1150747948,1
1152209771,1
1153359108,0
1153776317,0
1154056437,1
1155418568,0
1155428115,0
1155811643,1
1156825762,1
1156872509,0
1157812691,0
1157950300,1
1158188772,1
1158556322,0
1159076008,0
1159752406,0
1160379863,0
1160750701,1
1162979495,0
1163420563,1
1163469564,0
1164246313,1
1164398072,0
1164580029,1
1165200714,0
1165667513,1
1165770271,0
1166736849,0
1166796064,1
1166983340,0
1167120804,0
1167414554,1
1167463854,0
1167729312,1
1167983531,0
1167987767,1
1168164394,1
1168805130,1
1168859682,0
1169096839,1
1170997246,1
1171135513,1
1171480313,1
1171701279,1
1173172368,1
1173283726,1
1173645230,0
1173746161,0
1174018177,1
1176125109,1
1176143486,0
1176518184,1
1178923101,0
1179135100,0
1179277603,1
1179968954,0
1180278895,0
1180660519,1
1180795284,1
1181188070,0
1181769233,0
1182005074,1
1182118550,0
1182449926,0
1183233387,0
1184807149,0
1185738142,0
1187440180,1
1188215255,0
1188685555,0
1189216026,0
1189429485,1
1197618689,0
1198064779,0
1199005029,1
1199766458,1
1199812478,0
1200809322,0
1200836230,1
1202812624,0
1202861266,0
1206636332,0
1208627679,0
1208971898,0
1209521260,0
1209782627,1
1210030510,0
1210482654,0
1210653449,0
1210726088,0
1211010504,1
1213542381,1
1214400590,1
1214617986,0
1214999465,0
1215072104,0
1216435250,0
1217654016,0
1218956274,0
1219542236,0
1219570537,0
1220677278,0
436272245,1
436375508,0
436768874,0
437026825,0
437056791,0
437077141,0
437197398,0
437344640,0
437474298,0
439029324,0
440214025,1
440558893,1
440606955,0
440938262,0
441295172,0
441296479,0
441568503,1
445063381,1
445223680,0
445370700,0
445434287,0
445499121,1
445751957,1
445861129,0
445920497,1
446119661,0
446613010,0
446620012,1
448016199,1
448463604,1
449920765,1
449952490,0
450122772,1
450506514,0
451615876,1
451934280,0
452545332,1
452960364,1
453496454,0
453605984,0
455820346,0
455907272,1
455912012,0
457000520,0
457705578,0
458798613,0
458799561,0
458935641,0
459535318,1
459841903,1
460241256,1
460257447,0
460326798,1
460351597,1
460514365,1
460914665,1
461530311,0
462297000,0
462963475,0
463087310,0
463341965,0
463427294,0
463611504,1
463886877,0
463916638,0
464083786,1
464177859,0
464197475,0
464482916,1
464566563,0
464695564,0
464874531,1
465191398,0
465362850,0
465523141,0
465755413,1
466063100,1
466432836,1
466891693,0
466978764,1
467417860,1
467523531,1
468349067,0
468493243,1
468719538,1
469062955,0
469068420,1
469234108,0
469535808,1
470314231,0
470559637,0
471526941,0
471991631,0
472216977,0
472267439,0
472360419,0
472385654,0
472668388,0
473039661,0
473532284,0
473841645,1
474242081,1
474621015,1
474877643,0
475001332,0
475072647,1
475917441,0
476003197,0
476353471,1
476493856,0
476639125,0
476769373,0
476875992,1
477136556,1
477181552,0
477328136,0
477908343,1
478176277,1
478208515,0
478463246,0
478548721,0
478778440,1
478986869,0
479319415,0
479560508,0
479790449,0
800074010,1
800914712,1
801281460,1
804014038,0
804061075,0
804373860,0
804981120,1
806843465,1
807233108,0
807395884,0
807814630,0
807957568,0
808029771,1
808230028,0
808689611,0
808875427,0
808923343,0
809464387,1
809990050,0
810992214,0
811402283,1
812098007,0
812255163,0
812312192,1
812827420,1
813474134,0
813486388,0
814453838,0
814547117,0
814626605,0
814762395,0
815476641,1
815939803,1
816353151,0
816610223,0
816664476,1
816668413,1
816780727,1
816847747,1
817058431,1
817264230,0
817331028,0
817853258,0
818143003,0
818570211,0
818827275,0
818958692,0
818977941,0
819304441,0
819990173,0
820063606,1
820249721,0
820253513,1
820276339,1
820471635,1
821328093,0
821519451,0
821825601,0
822333903,1
822547576,0
822628601,1
822986159,1
823465657,1
823900961,1
824032225,0
824180484,0
824340339,1
824355292,1
824853680,0
825369198,0
825406175,0
825875604,0
826794778,0
827459434,0
827737428,0
827844850,1
827880366,1
828004346,1
828108557,0
829001770,0
830669025,0
831553998,0
832364145,0
832997512,0
833749760,0
834150786,0
835078346,1
835113999,0
835499423,0
836000723,0
836680989,1
837127814,1
840126644,0
840152101,1
840388968,1
840724212,0
841165998,1
841354222,0
841408561,0
841861431,0
841954566,1
842321535,0
842476497,0
842522740,0
842746259,0
842836473,1
843005371,1
843147430,0
843628823,1
843647927,0
844002351,1
844055955,0
844408996,1
844443275,0
844653224,0
845878258,1
846360889,0
846489019,1
846556774,0
846726475,0
846796919,1
846976467,0
847023504,1
847044068,0
847247168,0
847274880,0
847380115,0
847580671,1
847656802,0
847683054,0
847738698,0
847853635,0
847939177,0
848356753,0
848379221,0
848403286,0
848570947,0
848992972,1
849131683,0
693735480,0
693941065,1
694011877,0
694539214,1
694786140,0
694846815,0
694897285,1
695444964,1
695736160,0
695882967,1
696506999,1
697383074,0
698144434,0
698487996,0
698815068,0
699230756,0
699470467,0
699547768,1
699685241,0
699696829,0
700585739,0
700620384,0
700864689,0
701254118,1
701456271,0
702248989,1
702523481,0
702633456,1
702879153,0
702975199,0
703096617,1
703557959,1
703691341,1
703776952,0
703786730,1
703885253,0
704475161,0
704551591,0
704663607,1
704674692,0
705620262,0
706633510,1
706737721,0
706886423,1
707280224,0
707769636,1
708198305,0
709231827,1
709961317,0
710139771,0
710372112,0
710870867,0
711493294,0
711571543,1
711784131,0
711885062,0
711986284,0
712745449,0
712914647,0
713106296,0
713564931,1
713934453,0
714268682,1
714577384,1
715159632,0
715216729,1
715276097,0
715283603,0
715326413,1
715444629,0
715444774,0
715506251,0
715591871,0
850042539,0
850360790,1
851314166,0
851707318,1
851855431,1
853253445,0
853666137,0
854253781,0
855036439,0
855433674,0
855753017,0
855799038,0
856197800,0
856589783,1
856861363,0
857378128,0
857472202,1
857853177,0
858826826,0
858828133,1
858841557,0
858936792,0
859387263,1
859532464,1
859655565,0
860194499,1
860922306,0
861046576,1
861178643,0
861266884,1
861424340,0
862093513,0
862331038,0
863569487,1
864027908,1
864262879,0
864282862,0
864487278,1
864722684,0
865060260,0
866161459,0
866828232,1
867706279,0
868205239,1
868556529,0
868842184,0
869348445,0
869460025,0
869585755,0
869670051,0
873143503,0
873306056,1
873537159,0
874198313,0
875070306,0
875542869,0
875812921,1
876023536,1
876409541,1
876470720,0
876921413,0
876937749,1
876986759,1
877158057,0
877355914,0
877698230,0
877734916,0
878012697,1
878177727,1
878233953,0
878873374,1
269520280,1
270026396,0
270181511,1
270206968,1
270283758,1
270809558,1
270867243,0
271047159,1
271728074,1
271800858,0
272355617,0
272529545,1
272638717,0
273527482,0
273804818,1
274123803,0
274445554,1
275243379,1
275496215,0
275556309,1
276262827,1
276641974,1
277032283,1
277033085,1
277517023,0
277581200,0
277889177,1
278516497,1
278557402,1
278616472,1
279431948,1
279784109,0
280486690,0
280666307,0
281317256,0
281365463,0
281376035,1
281501766,0
281540562,1
281641707,0
281712159,0
281780785,0
282242921,0
282454339,0
282589472,1
282686970,0
282722999,0
282995818,0
284527214,1
284833945,1
284896737,0
285458788,0
285631180,1
285707175,0
285758730,1
285815835,0
286133726,0
286256895,1
286741790,1
287220484,1
287282474,0
287532176,1
287752561,0
288106260,1
288149573,1
288248754,0
288415031,1
288428225,0
288565552,0
288574451,1
288574955,0
288837056,0
289071446,1
289119721,0
289412745,0
289524180,0
289528775,1
289732823,1
290067043,1
290246078,1
290374943,0
290727984,1
290753219,1
290807549,0
291064543,1
291070086,0
291086490,0
291090940,0
291554826,0
291646210,0
292549261,0
292556631,0
293079664,1
293171620,1
293185702,0
294132144,0
294211487,1
294558260,0
294805485,0
295333112,0
295838861,0
295948759,0
296120647,1
296181612,1
296610503,1
297083946,0
297315629,1
297434280,0
297744298,0
297856535,1
298605564,1
299038025,0
299318205,0
299640981,1
300810370,1
301212779,1
301245529,0
301385256,0
301467152,0
301519654,1
301888887,0
301961227,1
302298956,0
302671690,1
303259847,0
303314177,1
304072104,1
304473207,1
305054797,0
305163243,0
305387274,0
1220695510,0
1220760925,1
1220890882,1
1221122642,0
1221716120,1
1223008531,0
1223063886,0
1223279899,1
1223452589,0
1223880891,0
1224284906,1
1224327929,0
1224506964,1
1224870945,0
1227996385,1
1228340084,0
1228844740,1
1228885431,0
1229459959,1
1231058589,0
1231285396,0
1231437446,0
1232395928,0
1232477602,0
1233468971,1
1233727503,0
1235076508,0
1236551021,1
1237423372,1
1237710410,0
1240436865,0
1240914245,1
1241970157,1
1242086545,0
1243129768,1
1243504833,0
1243679496,1
1243748190,1
1243857874,1
1244024365,0
1244273776,1
1244906929,0
1245709417,1
1247170949,0
1247719653,1
1248637077,0
1249841538,0
1249858967,0
1250154468,0
1253142871,0
1253328183,1
1253467108,0
1253672838,1
1253749551,1
1253839107,0
1253907220,1
1267832495,1
1271496937,1
1275456436,0
1277466750,1
1287928138,1
1292068278,0
1298576213,0
1300003322,0
1300350821,1
1301190721,1
1301727904,0
1301796307,0
1303221521,1
1305295498,1
1306159684,0
1306356952,1
1306726176,0
1308145634,1
1308547386,0
1308667574,0
1309521180,0
1312346158,0
305740965,0
306214339,1
306403289,1
307245820,0
307311815,0
308885295,0
308953766,0
310138253,0
310148458,1
310257485,1
310282498,1
310576102,0
310671568,0
310803131,1
310830399,1
310976257,1
311037000,1
311249802,0
311698164,1
311737831,1
311903741,0
312240300,0
312751301,0
312826852,0
312933180,1
313424343,1
314314422,0
314399376,1
314843433,0
314905278,0
315242273,0
315813359,0
316740996,1
317249222,1
317290357,0
317648061,0
318204929,0
318311846,0
318410805,0
318579558,1
319403711,1
319970135,0
320070263,0
320405430,0
320935099,1
320946551,1
321225646,0
321327884,0
321446100,0
321644537,0
322049133,1
324063528,1
324279173,1
324481838,0
324523188,1
324631121,1
324833641,1
324846767,0
325045273,1
325429672,1
325690458,1
325787743,1
326094405,0
326126711,1
326443723,0
326676721,1
1312375108,1
1312478524,0
1314115438,0
1314718625,0
1315887936,1
1315904922,1
1316327536,1
1316362985,0
1317133969,0
1317976567,1
1319654907,1
1320014660,1
1321138754,1
1321325663,0
1321611394,1
1321727936,0
1322107228,0
1322161626,1
1322520210,0
1323199597,1
1323695943,0
1323860615,0
1325416512,0
1325707128,1
1325940126,0
1327252375,0
1327482094,1
1328185256,1
1328378228,1
1329140673,0
1330664486,0
1330731941,1
1330924615,1
1331111968,0
1332083431,1
1334427819,0
1334635368,1
1334729442,0
1336185356,0
1336910396,0
1337201524,0
1338066728,0
1338653433,1
1340177169,1
1340578118,0
1340945165,1
1341815842,0
1342456433,1
1342515938,0
1344252698,0
1344789437,0
1346576812,1
1346666069,0
1347280264,1
1347326498,0
1347914655,1
1348887433,0
1349573456,1
1349778230,0
1349887701,1
1350170657,0
1351177338,0
1351411147,1
1353017215,1
1353467173,0
1353636807,0
1353694783,0
1355000107,0
1356490444,1
1356600709,1
1357564000,0
1357667262,0
1364488571,0
1370395591,1
1373495719,0
1377611427,0
1382360075,0
1383559002,1
1384222855,1
1385895584,1
1386331324,0
1388593150,1
1389529899,0
1391925704,1
1392650155,1
1409077786,1
1409122705,1
1409961290,1
1415512211,1
1418955244,1
1422670071,1
1436689642,0
1438531056,0
1439066993,1
1439596593,1
1439925569,0
715626440,1
716272718,0
716891721,1
717103574,1
717512329,0
718000580,0
718604561,0
718842743,0
718900864,0
719343530,0
719434691,1
719680012,0
719976828,1
720047571,1
721981010,1
722332881,1
723069595,0
723186128,0
723909205,1
724046746,1
724373459,1
724592383,1
724727004,0
724837559,0
725236040,0
725407048,1
725700798,1
725770884,0
726025692,0
726223473,0
726368298,0
727821880,1
727841718,0
729469596,0
730025738,0
730135935,0
730378924,0
730495389,0
730515082,1
730721539,0
730760557,1
730965988,0
731189507,1
731204529,0
731482753,1
731761627,0
732026205,1
732315138,0
733727004,1
733838951,0
734116732,0
734124529,0
734441840,0
734471524,0
734866854,0
735173080,0
735429930,0
735889589,1
736427712,0
736610761,0
736892410,1
737545683,1
738495779,1
738523636,0
738720545,1
739426038,0
739637670,0
740019012,0
1440746067,0
1440847288,0
1441702508,0
1442015507,0
1442640709,1
1443186868,1
1445097112,0
1445254201,1
1445646696,0
1449061872,1
1449205246,1
1449256441,0
1451702776,1
1451783502,0
1451784749,0
1452341104,0
1454325448,0
1454640428,1
1455175348,0
1455198243,0
1455895641,1
1455953984,0
1456565993,0
1457016754,0
1457374680,0
1458235434,0
1459244455,0
1459814892,0
1460988943,0
1460999011,1
1461243820,1
1461387347,0
1461685401,1
1461818339,1
1461922122,1
1462063378,0
1462301919,0
1462389220,1
1462905609,0
1463521043,0
1463622563,0
1468313661,1
1469320786,0
1470414769,0
1471132730,0
1471171312,0
1471244677,0
1471392133,0
1471924867,0
1472099889,0
1472102229,0
1486393380,1
1486795866,0
1487496910,0
1487593973,1
1487844187,0
1488131233,1
1488647118,0
1488799168,1
1489651613,1
1489715499,0
1501036915,1
1502284843,1
1526018951,1
1528142228,0
1528492280,0
1532030334,1
1532086125,0
1532252683,1
1536270381,1
1538681208,0
1540444509,0
1543723528,1
1544074383,0
1547500567,0
1547966648,1
1548033668,1
1549070546,0
1550820722,1
1550948416,0
1551266231,1
1551485890,0
1558488566,0
1559143598,0
1559319055,0
1565162334,1
1574750278,1
1574841798,1
1582856484,1
1583325700,1
1587050595,0
1587287240,0
1587555174,1
1593088008,0
1593286002,1
1594123647,1
1594946408,1
621031214,0
621037337,0
621085758,0
621338158,0
621370541,1
621617476,0
622386632,0
623630334,1
623872375,0
624653641,0
625424703,1
625937018,1
625963560,0
626104235,1
626378147,0
626408634,0
626465594,1
626639736,0
627500866,0
627762668,0
627813283,0
628218827,0
628393780,0
628477359,0
629030067,0
629056327,1
629349710,0
629881496,0
630264947,0
630432386,0
630613684,0
630748672,1
630952285,0
631212268,0
631273601,0
632154483,1
632191315,1
633208790,1
633275084,0
633305417,1
633912686,0
633974522,0
634298033,1
634830468,0
634891579,0
635136182,1
635296038,1
635685689,1
635765245,1
636191070,1
636260566,0
636299149,0
636555418,0
636781413,0
637694021,0
637714149,1
637898513,1
638424902,1
638674305,0
638874126,1
638986655,0
639034494,1
639160882,0
639187279,1
639187791,0
639346331,0
575405848,0
575445088,0
575563159,0
575782741,0
575897891,0
576268285,0
576294758,0
576902027,0
576937176,1
577392822,0
577672353,1
577791807,0
578286249,1
578368589,0
578526617,0
578554551,0
578680785,1
579152477,1
579395253,1
579480582,0
579865707,0
580511260,0
580833379,1
580951295,0
581172124,1
581231629,0
581261971,1
582484810,1
582998799,1
583069978,0
583342284,0
584438667,0
584706242,0
585177200,0
585452572,1
585512743,0
585619362,1
586020097,1
586102796,1
586191328,0
586386187,1
586549544,1
586846214,0
586993379,0
587034362,0
587155856,1
587900154,0
587956234,1
588697979,0
588829900,1
588848859,0
589125401,1
589241430,1
589246383,0
589509945,1
589810621,0
589899741,0
590265037,0
590424747,0
590448667,0
590880974,0
590928959,0
591711540,1
591870883,0
592042480,0
592059329,0
592431260,1
348360344,0
348586126,0
348624487,0
348688151,0
349001448,1
349854038,1
350038103,1
350632605,0
350983973,1
351348389,1
351701789,1
352410057,0
352493046,0
352600254,0
352708623,0
353072160,1
353528540,0
353565731,1
353750966,0
353872102,1
354375665,1
354467117,1
355056657,0
355178810,0
355208127,0
355359306,0
355448640,0
355705199,0
355770972,0
355811228,1
355969188,0
356034534,0
356866193,1
420212396,0
431275066,0
431595870,0
431849509,1
432351688,0
432742936,1
433324389,1
434334059,1
435563977,0
435701151,0
436168983,0
436294269,1
436714185,1
436779378,1
437109882,0
437205203,1
437253845,0
437277176,1
437984718,0
438048527,0
438823892,0
439075849,1
439292809,1
439687490,1
440192513,0
442180725,1
444386914,0
444693790,0
445003509,0
445519104,0
445840642,1
446988801,1
447042985,1
447232815,0
447654994,0
447746224,0
447909213,1
448708498,1
448899199,1
448931795,0
449100113,0
449106603,1
449961166,1
450037230,1
450108553,1
450192490,0
450476539,1
450589725,0
451598011,1
451696901,1
451941283,1
453024104,1
453167691,0
453488649,0
454121434,0
454241546,0
455150728,1
455187116,0
455928348,0
455985522,1
456393038,0
456513738,0
456663747,0
456724567,1
457420513,0
457520565,0
457541641,1
457599839,0
457645783,1
457864707,0
458015305,1
458120028,0
458121924,0
458141027,1
458219935,0
458293445,0
458421874,0
458799996,0
459050577,0
459304361,0
459529050,1
459848616,0
460404390,1
460646654,0
460689976,0
461394666,0
461405606,1
461530021,0
461679014,1
461873438,0
462402816,0
462492440,1
462971716,0
464090421,1
464765504,0
464992670,0
465185488,0
466242204,1
467245315,0
467510551,1
467798177,1
467953805,1
468350673,0
468477274,1
634122644,1
634438776,0
634681988,0
634709845,1
634746822,1
635109854,1
635518899,0
636452147,1
636926025,0
637074796,1
637452636,0
637542406,1
637719623,1
638037873,0
638067702,0
638450274,1
638585705,0
639687263,0
640325377,0
640616719,0
640766882,0
642407595,0
642423488,1
642760995,0
642834727,0
643145104,1
643275207,1
643439878,0
644133629,1
644650975,1
644692982,0
645272531,1
645341156,0
645898536,0
645931354,0
646256607,1
646438930,0
646580989,0
646940298,0
647411478,0
647792308,0
648207629,0
648229866,1
648431874,1
648774710,0
649109664,0
649274771,1
649470724,0
650243536,1
650324484,0
650373340,0
650671761,0
650900822,0
651029541,1
651279969,0
651410584,1
651843045,1
652673611,0
653378156,1
653402657,1
653730463,0
653927227,0
654129089,0
654250798,1
654300900,0
654361865,1
655276812,0
655304959,0
655314806,1
655469264,1
655597403,0
655950290,0
656537209,0
658102807,0
658183320,1
658447027,0
658492168,0
659939260,1
660844207,0
661028349,0
661140220,0
661594704,0
661605131,0
661780520,0
662081930,1
662510813,1
662639823,1
663613028,1
663708203,0
663821824,0
664055480,1
664198051,1
664654286,0
664942784,0
665098335,1
665399523,0
665625817,1
665651052,1
665707355,0
665739806,0
665749720,0
665988628,0
666531132,0
666665470,0
666913199,0
667106018,1
667507480,0
667742305,0
668024390,1
668102426,0
668213784,1
668336449,0
668344980,1
668556834,0
669008398,1
669225862,0
669274359,0
669413070,0
670029374,0
670171800,0
670324875,1
670366514,0
670417488,1
670560870,0
671142025,0
671173895,0
671448242,1
671575066,0
671649524,0
672769245,0
673411946,1
673466788,0
673684918,0
673901221,0
479818673,0
479833771,0
480511408,0
480725516,1
480849641,0
481020367,0
481729652,1
482271575,0
482343480,0
482598433,1
482703233,0
482746692,1
483136923,1
483984560,0
484033203,0
484307841,0
484480386,1
484595903,0
484632222,0
484862232,1
484885502,1
485102241,0
485194342,0
485240217,0
485641098,1
486148307,1
486590383,0
487511018,0
487772897,1
488012830,0
488207254,1
488634164,0
489060860,0
489549034,1
490133331,1
490822420,1
491113838,0
491155913,0
491290098,0
491384027,0
491527545,1
491672311,0
491680987,1
491701039,0
491923618,0
492096309,0
492130587,0
492131023,1
492238009,0
492268854,1
492280519,0
492465097,1
492717498,0
492848335,1
492921768,0
493241769,0
493478567,0
493570386,0
493853846,1
494032446,0
494161165,0
494729920,0
495113960,0
495402458,0
495522570,1
495690589,1
592588707,1
592860288,0
593268897,0
593291066,0
593473022,1
594024570,1
594212358,0
594677996,0
594923180,0
594962190,1
595797205,0
596143534,1
596209102,0
596365669,0
596404030,0
596685166,0
596687207,0
596793971,0
596868574,1
596991171,0
597048413,1
597241675,0
597843103,1
598369492,1
598475889,1
598506521,0
599125746,0
599231194,0
599460264,1
599594304,0
599601955,1
599775961,0
600110044,0
600198063,1
600334075,1
600585451,1
600834862,0
600896340,1
600898526,1
601267391,1
601378826,0
601445334,0
601684899,0
602317984,1
602435029,0
602705004,0
602772460,0
603024057,0
603657287,1
604000405,0
604517828,0
605548941,1
605939318,1
606844487,1
607152677,1
608279991,1
609170284,1
609295570,0
609334656,1
609583487,0
610175000,0
610460800,0
610645232,1
610769280,1
610819964,0
249293450,0
249608933,0
249970727,0
250696349,0
250857007,1
251895413,1
252016694,1
252051630,1
252232852,1
253045108,1
253619927,1
253925999,0
253977921,1
254082866,0
254102703,1
254178980,0
254186273,0
254608520,0
254645711,0
254730160,0
255010571,0
255140452,1
255462938,1
255689881,1
255762742,1
256043435,1
256215101,1
256494051,1
257005197,0
257200424,0
257289613,0
257381577,1
257890605,1
258292357,1
258976637,0
259673889,0
260114659,0
260214062,1
260251107,1
260660519,1
260728709,0
260753141,1
261343339,0
261352084,0
261354133,0
261957602,0
262012154,1
263059817,1
263131798,0
263247538,0
263350578,0
264116319,1
264251955,1
264567729,1
265163034,1
265500618,0
265587980,1
265821422,0
266145437,0
266466385,0
266788803,0
266852612,1
266912774,1
267261511,0
755881517,1
755914190,1
757560523,1
758175443,1
758431046,1
759437736,0
759679487,1
760118805,1
760133681,1
760297183,0
761019960,0
762218666,0
763372367,1
763512239,1
764379859,1
765462535,1
766203545,1
766204057,1
768038170,0
768130058,0
768674244,1
768996363,0
770542558,0
770696359,0
770831056,0
771270878,0
772048284,0
772271880,0
772395706,1
772438516,0
773083044,0
773993687,0
774575866,0
774680145,0
774831033,0
775004382,1
775441872,1
777021689,0
777146762,0
777619470,1
777625158,0
777728719,0
777755483,1
777862537,0
778554400,0
779975532,1
779980194,0
780095643,0
780270878,1
781341163,0
781395416,0
782238160,0
783293705,0
783308803,0
783479965,1
783835773,1
783987832,0
784165262,0
784661890,0
784797757,0
785111780,0
785722038,0
786115771,0
786201169,0
786296190,0
786581477,1
787088541,1
787221342,0
537389189,1
539245693,0
543204321,0
544943412,0
545171748,0
545540545,1
545654379,1
546548908,0
547186066,0
548467837,0
549461102,1
549622486,1
549906979,1
550098995,0
550463266,0
550501626,0
550939698,0
551134267,0
551552355,0
551571612,0
551659998,1
551954406,1
552347191,1
552395321,1
552567866,1
552569540,0
552888166,0
552989020,0
553085869,0
553502207,0
553612404,0
553657468,1
554446539,0
554467547,0
554733585,0
554813731,1
